PassportNum,ConfirmationNum,FlightNum,SeatNum,AircraftID
133,10012,201,6D,6
134,10013,201,12E,6
135,10014,201,10B,6
136,10015,201,11F,6
137,10016,201,11E,6
138,10017,201,18F,6
139,10018,201,22C,6
140,10019,201,22E,6
141,10020,201,5B,6
142,10021,201,3B,6
143,10022,201,1C,6
144,10023,201,13A,6
145,10024,201,4D,6
146,10025,201,14B,6
147,10026,201,17E,6
148,10027,201,4F,6
149,10028,201,7C,6
150,10029,201,11A,6
151,10030,201,19C,6
152,10031,201,12D,6
153,10032,201,18C,6
154,10033,201,14F,6
155,10034,201,3D,6
156,10035,201,19E,6
157,10036,201,13E,6
158,10037,201,15C,6
159,10038,201,12C,6
160,10039,201,18E,6
161,10040,201,5C,6
162,10041,201,3A,6
163,10042,201,12B,6
164,10043,201,3C,6
165,10044,201,21B,6
166,10045,201,5A,6
167,10046,201,21C,6
168,10047,201,15E,6
169,10048,201,22F,6
170,10049,201,7D,6
171,10050,202,20D,52
172,10051,202,2D,52
173,10052,202,34F,52
174,10053,202,26C,52
175,10054,202,27C,52
176,10055,202,24D,52
177,10056,202,8F,52
178,10057,202,11F,52
179,10058,202,32B,52
180,10059,202,8B,52
181,10060,202,20E,52
182,10061,202,26A,52
183,10062,202,23F,52
184,10063,202,7F,52
185,10064,202,32A,52
186,10065,202,28A,52
187,10066,202,33A,52
188,10067,202,31A,52
189,10068,202,31E,52
190,10069,202,36E,52
191,10070,202,35C,52
192,10071,202,33C,52
193,10072,202,8A,52
194,10073,202,9A,52
195,10074,202,35D,52
196,10075,202,29C,52
197,10076,202,30D,52
198,10077,202,10F,52
199,10078,202,35E,52
200,10079,202,28B,52
201,10080,202,36D,52
202,10081,202,7A,52
203,10082,202,34A,52
204,10083,202,34C,52
205,10084,202,7D,52
206,10085,202,22A,52
207,10086,202,11C,52
208,10087,202,33D,52
209,10088,202,28F,52
210,10089,202,36A,52
211,10090,202,11B,52
212,10091,202,3C,52
213,10092,202,32D,52
214,10093,202,9C,52
215,10094,202,32F,52
216,10095,202,22C,52
217,10096,202,28E,52
218,10097,202,23B,52
219,10098,202,26B,52
220,10099,202,33F,52
221,10100,203,22A,44
222,10101,203,14C,44
223,10102,203,12F,44
224,10103,203,1C,44
225,10104,203,16D,44
226,10105,203,9E,44
227,10106,203,7A,44
228,10107,203,1A,44
229,10108,203,20A,44
230,10109,203,3B,44
231,10110,203,15B,44
232,10111,203,4F,44
233,10112,203,19B,44
234,10113,203,10A,44
235,10114,203,8A,44
236,10115,203,5E,44
237,10116,203,4A,44
238,10117,203,16E,44
239,10118,203,11C,44
240,10119,203,11D,44
241,10120,203,16F,44
242,10121,203,8C,44
243,10122,203,18B,44
244,10123,203,6D,44
245,10124,203,1B,44
246,10125,203,7B,44
247,10126,203,15F,44
248,10127,203,9C,44
249,10128,203,22E,44
250,10129,203,9A,44
251,10130,203,14F,44
252,10131,203,6B,44
253,10132,203,20B,44
254,10133,203,19D,44
255,10134,203,6F,44
256,10135,203,2A,44
257,10136,203,5C,44
258,10137,203,11F,44
259,10138,203,7F,44
260,10139,203,9B,44
261,10140,203,15B,44
262,10141,203,22B,44
263,10142,203,22C,44
264,10143,203,3C,44
265,10144,203,8D,44
266,10145,203,4D,44
267,10146,203,13A,44
268,10147,203,22F,44
269,10148,203,18F,44
270,10149,203,19F,44
271,10150,204,12D,35
272,10151,204,7C,35
273,10152,204,4A,35
274,10153,204,7F,35
275,10154,204,14F,35
276,10155,204,17F,35
277,10156,204,20A,35
278,10157,204,21A,35
279,10158,204,3F,35
280,10159,204,20B,35
281,10160,204,18E,35
282,10161,204,17C,35
283,10162,204,7A,35
284,10163,204,8D,35
285,10164,204,14C,35
286,10165,204,16E,35
287,10166,204,9C,35
288,10167,204,2A,35
289,10168,204,5F,35
290,10169,204,9F,35
291,10170,204,8C,35
292,10171,204,3D,35
293,10172,204,9E,35
294,10173,204,14A,35
295,10174,204,12B,35
296,10175,204,9C,35
297,10176,204,15C,35
298,10177,204,3C,35
299,10178,204,6F,35
300,10179,204,8B,35
301,10180,204,6E,35
302,10181,204,12E,35
303,10182,204,21B,35
304,10183,204,16B,35
305,10184,204,15A,35
306,10185,204,4F,35
307,10186,204,1A,35
308,10187,204,13D,35
309,10188,204,13E,35
310,10189,204,18B,35
311,10190,204,14E,35
312,10191,204,4C,35
313,10192,204,6C,35
314,10193,204,1B,35
315,10194,204,21E,35
316,10195,204,19A,35
317,10196,204,11D,35
318,10197,204,11B,35
319,10198,204,3A,35
320,10199,204,21C,35
321,10200,205,24D,84
322,10201,205,11F,84
323,10202,205,31A,84
324,10203,205,30E,84
325,10204,205,31D,84
326,10205,205,20E,84
327,10206,205,37D,84
328,10207,205,8C,84
329,10208,205,12B,84
330,10209,205,24E,84
331,10210,205,21C,84
332,10211,205,32A,84
333,10212,205,32E,84
334,10213,205,25F,84
335,10214,205,20F,84
336,10215,205,11F,84
337,10216,205,10A,84
338,10217,205,20A,84
339,10218,205,3B,84
340,10219,205,30C,84
341,10220,205,2B,84
342,10221,205,27C,84
343,10222,205,27F,84
344,10223,205,25D,84
345,10224,205,23B,84
346,10225,205,31F,84
347,10226,205,21D,84
348,10227,205,33A,84
349,10228,205,28B,84
350,10229,205,1D,84
351,10230,205,34B,84
352,10231,205,22F,84
353,10232,205,26C,84
354,10233,205,7F,84
355,10234,205,3D,84
356,10235,205,36E,84
357,10236,205,22A,84
358,10237,205,34D,84
359,10238,205,34C,84
360,10239,205,37C,84
361,10240,205,38C,84
362,10241,205,11E,84
363,10242,205,1A,84
364,10243,205,35D,84
365,10244,205,12E,84
366,10245,205,24F,84
367,10246,205,32F,84
368,10247,205,26B,84
369,10248,205,7B,84
370,10249,205,29A,84
371,10250,206,17E,26
372,10251,206,4F,26
373,10252,206,6F,26
374,10253,206,22A,26
375,10254,206,10E,26
376,10255,206,18B,26
377,10256,206,21F,26
378,10257,206,19A,26
379,10258,206,21E,26
380,10259,206,13E,26
381,10260,206,12B,26
382,10261,206,6A,26
383,10262,206,19C,26
384,10263,206,10E,26
385,10264,206,12F,26
386,10265,206,14F,26
387,10266,206,13B,26
388,10267,206,16A,26
389,10268,206,1B,26
390,10269,206,18F,26
391,10270,206,5D,26
392,10271,206,9C,26
393,10272,206,2C,26
394,10273,206,13C,26
395,10274,206,9A,26
396,10275,206,4B,26
397,10276,206,12F,26
398,10277,206,11F,26
399,10278,206,11D,26
400,10279,206,5C,26
401,10280,206,20F,26
402,10281,206,14D,26
403,10282,206,5A,26
404,10283,206,12D,26
405,10284,206,3D,26
406,10285,206,18A,26
407,10286,206,16F,26
408,10287,206,19C,26
409,10288,206,7C,26
410,10289,206,17C,26
411,10290,206,20C,26
412,10291,206,16B,26
413,10292,206,19F,26
414,10293,206,8C,26
415,10294,206,17D,26
416,10295,206,2A,26
417,10296,206,5E,26
418,10297,206,18C,26
419,10298,206,15C,26
420,10299,206,11C,26
421,10300,207,10F,9
422,10301,207,17C,9
423,10302,207,13F,9
424,10303,207,13B,9
425,10304,207,6E,9
426,10305,207,16E,9
427,10306,207,5B,9
428,10307,207,12D,9
429,10308,207,14E,9
430,10309,207,1A,9
431,10310,207,3E,9
432,10311,207,16B,9
433,10312,207,20C,9
434,10313,207,12C,9
435,10314,207,5F,9
436,10315,207,15A,9
437,10316,207,11B,9
438,10317,207,14C,9
439,10318,207,12E,9
440,10319,207,8B,9
441,10320,207,9F,9
442,10321,207,3D,9
443,10322,207,19F,9
444,10323,207,21C,9
445,10324,207,19A,9
446,10325,207,11E,9
447,10326,207,13E,9
448,10327,207,4C,9
449,10328,207,16A,9
450,10329,207,10A,9
451,10330,207,15C,9
452,10331,207,11D,9
453,10332,207,22B,9
454,10333,207,12B,9
455,10334,207,6C,9
456,10335,207,14A,9
457,10336,207,15D,9
458,10337,207,12A,9
459,10338,207,15F,9
460,10339,207,19E,9
461,10340,207,22A,9
462,10341,207,16F,9
463,10342,207,7C,9
464,10343,207,19D,9
465,10344,207,4B,9
466,10345,207,12D,9
467,10346,207,17D,9
468,10347,207,5E,9
469,10348,207,13A,9
470,10349,207,22F,9
471,10350,208,19E,16
472,10351,208,21A,16
473,10352,208,7F,16
474,10353,208,11B,16
475,10354,208,7B,16
476,10355,208,7C,16
477,10356,208,12E,16
478,10357,208,16C,16
479,10358,208,5B,16
480,10359,208,15B,16
481,10360,208,6C,16
482,10361,208,3A,16
483,10362,208,2A,16
484,10363,208,8C,16
485,10364,208,3D,16
486,10365,208,3B,16
487,10366,208,9E,16
488,10367,208,1B,16
489,10368,208,14F,16
490,10369,208,18E,16
491,10370,208,12B,16
492,10371,208,15E,16
493,10372,208,2D,16
494,10373,208,14C,16
495,10374,208,11A,16
496,10375,208,22D,16
497,10376,208,4B,16
498,10377,208,14D,16
499,10378,208,5C,16
500,10379,208,15D,16
501,10380,208,1C,16
502,10381,208,6D,16
503,10382,208,16D,16
504,10383,208,11F,16
505,10384,208,4C,16
506,10385,208,12F,16
507,10386,208,3F,16
508,10387,208,15F,16
509,10388,208,2C,16
510,10389,208,10A,16
511,10390,208,9F,16
512,10391,208,4E,16
513,10392,208,5F,16
514,10393,208,8C,16
515,10394,208,18F,16
516,10395,208,22F,16
517,10396,208,1D,16
518,10397,208,4A,16
519,10398,208,17A,16
520,10399,208,13B,16
1,10400,209,21C,51
2,10401,209,37A,51
3,10402,209,31F,51
4,10403,209,36D,51
5,10404,209,25E,51
6,10405,209,28A,51
7,10406,209,28F,51
8,10407,209,12D,51
9,10408,209,11B,51
10,10409,209,27C,51
11,10410,209,12B,51
12,10411,209,34A,51
13,10412,209,37D,51
14,10413,209,10E,51
15,10414,209,7C,51
16,10415,209,30F,51
17,10416,209,10D,51
18,10417,209,8D,51
19,10418,209,2C,51
20,10419,209,10F,51
21,10420,209,9B,51
22,10421,209,26C,51
23,10422,209,36F,51
24,10423,209,24D,51
25,10424,209,28B,51
26,10425,209,21B,51
27,10426,209,32C,51
28,10427,209,27A,51
29,10428,209,29F,51
30,10429,209,22A,51
31,10430,209,2A,51
32,10431,209,33A,51
33,10432,209,29C,51
34,10433,209,27E,51
35,10434,209,37E,51
36,10435,209,9D,51
37,10436,209,31B,51
38,10437,209,1D,51
39,10438,209,32B,51
40,10439,209,22F,51
41,10440,209,9C,51
42,10441,209,34F,51
43,10442,209,3A,51
44,10443,209,21F,51
45,10444,209,34B,51
46,10445,209,26B,51
47,10446,209,33F,51
48,10447,209,8B,51
49,10448,209,7B,51
50,10449,209,28D,51
51,10450,210,16A,36
52,10451,210,2B,36
53,10452,210,15E,36
54,10453,210,17F,36
55,10454,210,18F,36
56,10455,210,6C,36
57,10456,210,20A,36
58,10457,210,18E,36
59,10458,210,2D,36
60,10459,210,7F,36
61,10460,210,20D,36
62,10461,210,12D,36
63,10462,210,4B,36
64,10463,210,18B,36
65,10464,210,5E,36
66,10465,210,14F,36
67,10466,210,11A,36
68,10467,210,19E,36
69,10468,210,4C,36
70,10469,210,17C,36
71,10470,210,21F,36
72,10471,210,3D,36
73,10472,210,22B,36
74,10473,210,22C,36
75,10474,210,11E,36
76,10475,210,10D,36
77,10476,210,3C,36
78,10477,210,20E,36
79,10478,210,18F,36
80,10479,210,8C,36
81,10480,210,5F,36
82,10481,210,10F,36
83,10482,210,2A,36
84,10483,210,11B,36
85,10484,210,15A,36
86,10485,210,16D,36
87,10486,210,15E,36
88,10487,210,4E,36
89,10488,210,4F,36
90,10489,210,15F,36
91,10490,210,7A,36
92,10491,210,18A,36
93,10492,210,16F,36
94,10493,210,15D,36
95,10494,210,8A,36
96,10495,210,3F,36
97,10496,210,21E,36
98,10497,210,6F,36
99,10498,210,18C,36
100,10499,210,22E,36
101,10500,211,1C,25
102,10501,211,16D,25
103,10502,211,10D,25
104,10503,211,22A,25
105,10504,211,14A,25
106,10505,211,12D,25
107,10506,211,8D,25
108,10507,211,20E,25
109,10508,211,13B,25
110,10509,211,20B,25
111,10510,211,5D,25
112,10511,211,17E,25
113,10512,211,19F,25
114,10513,211,4B,25
115,10514,211,10C,25
116,10515,211,16E,25
117,10516,211,21E,25
118,10517,211,19C,25
119,10518,211,2A,25
120,10519,211,6B,25
121,10520,211,17C,25
122,10521,211,8B,25
123,10522,211,13A,25
124,10523,211,11F,25
125,10524,211,10E,25
126,10525,211,2D,25
127,10526,211,18E,25
128,10527,211,12A,25
129,10528,211,17B,25
130,10529,211,9A,25
131,10530,211,19D,25
132,10531,211,15E,25
133,10532,211,22F,25
134,10533,211,14B,25
135,10534,211,8C,25
136,10535,211,3C,25
137,10536,211,18D,25
138,10537,211,7A,25
139,10538,211,13D,25
140,10539,211,10A,25
141,10540,211,9D,25
142,10541,211,10F,25
143,10542,211,21F,25
144,10543,211,11B,25
145,10544,211,3B,25
146,10545,211,18B,25
147,10546,211,15D,25
148,10547,211,22B,25
149,10548,211,11C,25
150,10549,211,9B,25
151,10550,212,5E,28
152,10551,212,10C,28
153,10552,212,14F,28
154,10553,212,9F,28
155,10554,212,1B,28
156,10555,212,15E,28
157,10556,212,2B,28
158,10557,212,7F,28
159,10558,212,18F,28
160,10559,212,15B,28
161,10560,212,19C,28
162,10561,212,9A,28
163,10562,212,13C,28
164,10563,212,13B,28
165,10564,212,17A,28
166,10565,212,7A,28
167,10566,212,5E,28
168,10567,212,21C,28
169,10568,212,16C,28
170,10569,212,15A,28
171,10570,212,20A,28
172,10571,212,21D,28
173,10572,212,9E,28
174,10573,212,16A,28
175,10574,212,22B,28
176,10575,212,6E,28
177,10576,212,13E,28
178,10577,212,19B,28
179,10578,212,3D,28
180,10579,212,19D,28
181,10580,212,14B,28
182,10581,212,3B,28
183,10582,212,13D,28
184,10583,212,5F,28
185,10584,212,1C,28
186,10585,212,6F,28
187,10586,212,4A,28
188,10587,212,18E,28
189,10588,212,18C,28
190,10589,212,6A,28
191,10590,212,12D,28
192,10591,212,15D,28
193,10592,212,20A,28
194,10593,212,8A,28
195,10594,212,2C,28
196,10595,212,13F,28
197,10596,212,20E,28
198,10597,212,13B,28
199,10598,212,17C,28
200,10599,212,11F,28
201,10600,213,1A,90
202,10601,213,30D,90
203,10602,213,10B,90
204,10603,213,23F,90
205,10604,213,27B,90
206,10605,213,37E,90
207,10606,213,22B,90
208,10607,213,7D,90
209,10608,213,20E,90
210,10609,213,11C,90
211,10610,213,24C,90
212,10611,213,11F,90
213,10612,213,20B,90
214,10613,213,1D,90
215,10614,213,33B,90
216,10615,213,3D,90
217,10616,213,30E,90
218,10617,213,34E,90
219,10618,213,29A,90
220,10619,213,20F,90
221,10620,213,36C,90
222,10621,213,22D,90
223,10622,213,7B,90
224,10623,213,3C,90
225,10624,213,27C,90
226,10625,213,11E,90
227,10626,213,29C,90
228,10627,213,29D,90
229,10628,213,29F,90
230,10629,213,37A,90
231,10630,213,8C,90
232,10631,213,32D,90
233,10632,213,3B,90
234,10633,213,10A,90
235,10634,213,24D,90
236,10635,213,34B,90
237,10636,213,28C,90
238,10637,213,10F,90
239,10638,213,11B,90
240,10639,213,25D,90
241,10640,213,10E,90
242,10641,213,27D,90
243,10642,213,26B,90
244,10643,213,12C,90
245,10644,213,7A,90
246,10645,213,2A,90
247,10646,213,38D,90
248,10647,213,7F,90
249,10648,213,26F,90
250,10649,213,2B,90
251,10650,214,14D,38
252,10651,214,4C,38
253,10652,214,3A,38
254,10653,214,21D,38
255,10654,214,3D,38
256,10655,214,12B,38
257,10656,214,7B,38
258,10657,214,20C,38
259,10658,214,14C,38
260,10659,214,3B,38
261,10660,214,12D,38
262,10661,214,14E,38
263,10662,214,21F,38
264,10663,214,15C,38
265,10664,214,17A,38
266,10665,214,7D,38
267,10666,214,19A,38
268,10667,214,2C,38
269,10668,214,12C,38
270,10669,214,15A,38
271,10670,214,1B,38
272,10671,214,19F,38
273,10672,214,11F,38
274,10673,214,19E,38
275,10674,214,17B,38
276,10675,214,16D,38
277,10676,214,16F,38
278,10677,214,13E,38
279,10678,214,1D,38
280,10679,214,6A,38
281,10680,214,21E,38
282,10681,214,3E,38
283,10682,214,20D,38
284,10683,214,18E,38
285,10684,214,17C,38
286,10685,214,10D,38
287,10686,214,1A,38
288,10687,214,9E,38
289,10688,214,11D,38
290,10689,214,16E,38
291,10690,214,5C,38
292,10691,214,21B,38
293,10692,214,14E,38
294,10693,214,5D,38
295,10694,214,5F,38
296,10695,214,22B,38
297,10696,214,10F,38
298,10697,214,12F,38
299,10698,214,5E,38
300,10699,214,6D,38
301,10700,215,4D,4
302,10701,215,13D,4
303,10702,215,14B,4
304,10703,215,4F,4
305,10704,215,8B,4
306,10705,215,16C,4
307,10706,215,21E,4
308,10707,215,11B,4
309,10708,215,5F,4
310,10709,215,18E,4
311,10710,215,17A,4
312,10711,215,2C,4
313,10712,215,7C,4
314,10713,215,22F,4
315,10714,215,3B,4
316,10715,215,22D,4
317,10716,215,11E,4
318,10717,215,17B,4
319,10718,215,8D,4
320,10719,215,19D,4
321,10720,215,22C,4
322,10721,215,11F,4
323,10722,215,19E,4
324,10723,215,19C,4
325,10724,215,17C,4
326,10725,215,12D,4
327,10726,215,2C,4
328,10727,215,21F,4
329,10728,215,19B,4
330,10729,215,19A,4
331,10730,215,7E,4
332,10731,215,15F,4
333,10732,215,12C,4
334,10733,215,10B,4
335,10734,215,21C,4
336,10735,215,4B,4
337,10736,215,7A,4
338,10737,215,21E,4
339,10738,215,2B,4
340,10739,215,1D,4
341,10740,215,15E,4
342,10741,215,20B,4
343,10742,215,9D,4
344,10743,215,16A,4
345,10744,215,15B,4
346,10745,215,22A,4
347,10746,215,15D,4
348,10747,215,1C,4
349,10748,215,3A,4
350,10749,215,4D,4
351,10750,216,37A,72
352,10751,216,7B,72
353,10752,216,33A,72
354,10753,216,30E,72
355,10754,216,26C,72
356,10755,216,22F,72
357,10756,216,22D,72
358,10757,216,28E,72
359,10758,216,1A,72
360,10759,216,25F,72
361,10760,216,26F,72
362,10761,216,24A,72
363,10762,216,2D,72
364,10763,216,32D,72
365,10764,216,9B,72
366,10765,216,32A,72
367,10766,216,11A,72
368,10767,216,25B,72
369,10768,216,29A,72
370,10769,216,35E,72
371,10770,216,37C,72
372,10771,216,30A,72
373,10772,216,22C,72
374,10773,216,27C,72
375,10774,216,24D,72
376,10775,216,33D,72
377,10776,216,38C,72
378,10777,216,20E,72
379,10778,216,30B,72
380,10779,216,9E,72
381,10780,216,11B,72
382,10781,216,9F,72
383,10782,216,12A,72
384,10783,216,35D,72
385,10784,216,1D,72
386,10785,216,29F,72
387,10786,216,35B,72
388,10787,216,7F,72
389,10788,216,25A,72
390,10789,216,38A,72
391,10790,216,11E,72
392,10791,216,31F,72
393,10792,216,34E,72
394,10793,216,12D,72
395,10794,216,36A,72
396,10795,216,21E,72
397,10796,216,10C,72
398,10797,216,35F,72
399,10798,216,30D,72
400,10799,216,33C,72
401,10800,217,29C,66
402,10801,217,1A,66
403,10802,217,32F,66
404,10803,217,11A,66
405,10804,217,35C,66
406,10805,217,36A,66
407,10806,217,28D,66
408,10807,217,26F,66
409,10808,217,30B,66
410,10809,217,38D,66
411,10810,217,10E,66
412,10811,217,12E,66
413,10812,217,31D,66
414,10813,217,27B,66
415,10814,217,9A,66
416,10815,217,7B,66
417,10816,217,25F,66
418,10817,217,30D,66
419,10818,217,8D,66
420,10819,217,35B,66
421,10820,217,23D,66
422,10821,217,29F,66
423,10822,217,24E,66
424,10823,217,30F,66
425,10824,217,30C,66
426,10825,217,7A,66
427,10826,217,31A,66
428,10827,217,27A,66
429,10828,217,38E,66
430,10829,217,27F,66
431,10830,217,10F,66
432,10831,217,32A,66
433,10832,217,36D,66
434,10833,217,25B,66
435,10834,217,29D,66
436,10835,217,8F,66
437,10836,217,12E,66
438,10837,217,26E,66
439,10838,217,22F,66
440,10839,217,32C,66
441,10840,217,7E,66
442,10841,217,9B,66
443,10842,217,31C,66
444,10843,217,38C,66
445,10844,217,11D,66
446,10845,217,20E,66
447,10846,217,29B,66
448,10847,217,24D,66
449,10848,217,20A,66
450,10849,217,27C,66
451,10850,218,32B,75
452,10851,218,35C,75
453,10852,218,26A,75
454,10853,218,2A,75
455,10854,218,20D,75
456,10855,218,35E,75
457,10856,218,33B,75
458,10857,218,25A,75
459,10858,218,35D,75
460,10859,218,26F,75
461,10860,218,37D,75
462,10861,218,24F,75
463,10862,218,30F,75
464,10863,218,2C,75
465,10864,218,10A,75
466,10865,218,12B,75
467,10866,218,38D,75
468,10867,218,26C,75
469,10868,218,7F,75
470,10869,218,7C,75
471,10870,218,32F,75
472,10871,218,21A,75
473,10872,218,38E,75
474,10873,218,11B,75
475,10874,218,37B,75
476,10875,218,33D,75
477,10876,218,33C,75
478,10877,218,7A,75
479,10878,218,30E,75
480,10879,218,22C,75
481,10880,218,11C,75
482,10881,218,26D,75
483,10882,218,36D,75
484,10883,218,3C,75
485,10884,218,20E,75
486,10885,218,27D,75
487,10886,218,29A,75
488,10887,218,34A,75
489,10888,218,26B,75
490,10889,218,20C,75
491,10890,218,36A,75
492,10891,218,33E,75
493,10892,218,25B,75
494,10893,218,30B,75
495,10894,218,23F,75
496,10895,218,25D,75
497,10896,218,7E,75
498,10897,218,31A,75
499,10898,218,36C,75
500,10899,218,21D,75
501,10900,219,10C,98
502,10901,219,34B,98
503,10902,219,20A,98
504,10903,219,20F,98
505,10904,219,23C,98
506,10905,219,33A,98
507,10906,219,25F,98
508,10907,219,27F,98
509,10908,219,35A,98
510,10909,219,33B,98
511,10910,219,21A,98
512,10911,219,32C,98
513,10912,219,20D,98
514,10913,219,37D,98
515,10914,219,24B,98
516,10915,219,38F,98
517,10916,219,20B,98
518,10917,219,26B,98
519,10918,219,25E,98
520,10919,219,34F,98
1,10920,219,24C,98
2,10921,219,12D,98
3,10922,219,27B,98
4,10923,219,11A,98
5,10924,219,2B,98
6,10925,219,3D,98
7,10926,219,35D,98
8,10927,219,28A,98
9,10928,219,10E,98
10,10929,219,38A,98
11,10930,219,32F,98
12,10931,219,10B,98
13,10932,219,30B,98
14,10933,219,26E,98
15,10934,219,25C,98
16,10935,219,25F,98
17,10936,219,28B,98
18,10937,219,25B,98
19,10938,219,37E,98
20,10939,219,22E,98
21,10940,219,20E,98
22,10941,219,38F,98
23,10942,219,34E,98
24,10943,219,29A,98
25,10944,219,29E,98
26,10945,219,30D,98
27,10946,219,32E,98
28,10947,219,30C,98
29,10948,219,31F,98
30,10949,219,11C,98
31,10950,220,22E,34
32,10951,220,20E,34
33,10952,220,16C,34
34,10953,220,14B,34
35,10954,220,1C,34
36,10955,220,20B,34
37,10956,220,18F,34
38,10957,220,8C,34
39,10958,220,19E,34
40,10959,220,4E,34
41,10960,220,17B,34
42,10961,220,15D,34
43,10962,220,12C,34
44,10963,220,6B,34
45,10964,220,5B,34
46,10965,220,7C,34
47,10966,220,19D,34
48,10967,220,19B,34
49,10968,220,3F,34
50,10969,220,10A,34
51,10970,220,14A,34
52,10971,220,21D,34
53,10972,220,3A,34
54,10973,220,8B,34
55,10974,220,11C,34
56,10975,220,7E,34
57,10976,220,14E,34
58,10977,220,16B,34
59,10978,220,20A,34
60,10979,220,3D,34
61,10980,220,14C,34
62,10981,220,15C,34
63,10982,220,18B,34
64,10983,220,11D,34
65,10984,220,16A,34
66,10985,220,20F,34
67,10986,220,11A,34
68,10987,220,20D,34
69,10988,220,6C,34
70,10989,220,10B,34
71,10990,220,8D,34
72,10991,220,19F,34
73,10992,220,16F,34
74,10993,220,10F,34
75,10994,220,5E,34
76,10995,220,5D,34
77,10996,220,5F,34
78,10997,220,18E,34
79,10998,220,13C,34
80,10999,220,2A,34
81,11000,221,3E,8
82,11001,221,19D,8
83,11002,221,20F,8
84,11003,221,9A,8
85,11004,221,13A,8
86,11005,221,13F,8
87,11006,221,10C,8
88,11007,221,16D,8
89,11008,221,17F,8
90,11009,221,2A,8
91,11010,221,14A,8
92,11011,221,16A,8
93,11012,221,5F,8
94,11013,221,19B,8
95,11014,221,3A,8
96,11015,221,14E,8
97,11016,221,13E,8
98,11017,221,4C,8
99,11018,221,12D,8
100,11019,221,11B,8
101,11020,221,8D,8
102,11021,221,19A,8
103,11022,221,21D,8
104,11023,221,14F,8
105,11024,221,18C,8
106,11025,221,6C,8
107,11026,221,18D,8
108,11027,221,19B,8
109,11028,221,21B,8
110,11029,221,13B,8
111,11030,221,4B,8
112,11031,221,9F,8
113,11032,221,16E,8
114,11033,221,14C,8
115,11034,221,17E,8
116,11035,221,11A,8
117,11036,221,21F,8
118,11037,221,8A,8
119,11038,221,21E,8
120,11039,221,2C,8
121,11040,221,10C,8
122,11041,221,22A,8
123,11042,221,5C,8
124,11043,221,10D,8
125,11044,221,15A,8
126,11045,221,9D,8
127,11046,221,10F,8
128,11047,221,20F,8
129,11048,221,19F,8
130,11049,221,5D,8
131,11050,222,1C,37
132,11051,222,5F,37
133,11052,222,14D,37
134,11053,222,17C,37
135,11054,222,18F,37
136,11055,222,9C,37
137,11056,222,19D,37
138,11057,222,20F,37
139,11058,222,22A,37
140,11059,222,15B,37
141,11060,222,6F,37
142,11061,222,21E,37
143,11062,222,21F,37
144,11063,222,3D,37
145,11064,222,3C,37
146,11065,222,20C,37
147,11066,222,5A,37
148,11067,222,3B,37
149,11068,222,22E,37
150,11069,222,6C,37
151,11070,222,9F,37
152,11071,222,10D,37
153,11072,222,2C,37
154,11073,222,20A,37
155,11074,222,14E,37
156,11075,222,7E,37
157,11076,222,15D,37
158,11077,222,16B,37
159,11078,222,14F,37
160,11079,222,15F,37
161,11080,222,8B,37
162,11081,222,2A,37
163,11082,222,11E,37
164,11083,222,6A,37
165,11084,222,18D,37
166,11085,222,10A,37
167,11086,222,3A,37
168,11087,222,13A,37
169,11088,222,11F,37
170,11089,222,16E,37
171,11090,222,16A,37
172,11091,222,10B,37
173,11092,222,13F,37
174,11093,222,4A,37
175,11094,222,15C,37
176,11095,222,13D,37
177,11096,222,2D,37
178,11097,222,21C,37
179,11098,222,12A,37
180,11099,222,9A,37
181,11100,223,8A,21
182,11101,223,6F,21
183,11102,223,21E,21
184,11103,223,15D,21
185,11104,223,12E,21
186,11105,223,14B,21
187,11106,223,9E,21
188,11107,223,11B,21
189,11108,223,15C,21
190,11109,223,15E,21
191,11110,223,7A,21
192,11111,223,17B,21
193,11112,223,7C,21
194,11113,223,19B,21
195,11114,223,9A,21
196,11115,223,11F,21
197,11116,223,9D,21
198,11117,223,20D,21
199,11118,223,21F,21
200,11119,223,17A,21
201,11120,223,19F,21
202,11121,223,7F,21
203,11122,223,13D,21
204,11123,223,21D,21
205,11124,223,12C,21
206,11125,223,14A,21
207,11126,223,16B,21
208,11127,223,13E,21
209,11128,223,20B,21
210,11129,223,8D,21
211,11130,223,17C,21
212,11131,223,5D,21
213,11132,223,3D,21
214,11133,223,1C,21
215,11134,223,5A,21
216,11135,223,15B,21
217,11136,223,22B,21
218,11137,223,6A,21
219,11138,223,10D,21
220,11139,223,17F,21
221,11140,223,16D,21
222,11141,223,18D,21
223,11142,223,9E,21
224,11143,223,2D,21
225,11144,223,12F,21
226,11145,223,4B,21
227,11146,223,16B,21
228,11147,223,14B,21
229,11148,223,13C,21
230,11149,223,8C,21
231,11150,224,11B,51
232,11151,224,38F,51
233,11152,224,12E,51
234,11153,224,8A,51
235,11154,224,38D,51
236,11155,224,23A,51
237,11156,224,30B,51
238,11157,224,33D,51
239,11158,224,7F,51
240,11159,224,37D,51
241,11160,224,1D,51
242,11161,224,23C,51
243,11162,224,25C,51
244,11163,224,26E,51
245,11164,224,22C,51
246,11165,224,21C,51
247,11166,224,31B,51
248,11167,224,28F,51
249,11168,224,30E,51
250,11169,224,29B,51
251,11170,224,23B,51
252,11171,224,37E,51
253,11172,224,31D,51
254,11173,224,9C,51
255,11174,224,24C,51
